Job Titles,AI Impact,Tasks,Task Type,AI Models,Model Sophistication,AI Workload Ratio,Domain
Draftsman,0.5,149,Routine,1375,Basic,0.108363636,General
Graphic Artist,0.5,238,Routine,2083,Intermediate,0.114258281,General
CNA,0.5,31,Routine,233,Basic,0.13304721,General
Clinical Pharmacist,0.5,93,Routine,745,Basic,0.124832215,General
Compounder,0.5,59,Routine,487,Basic,0.121149897,General
Dental Ceramist,0.5,49,Routine,365,Basic,0.134246575,General
Dental Lab Technician,0.5,49,Routine,347,Basic,0.141210375,Engineering & Technology
Dental Technician,0.5,50,Routine,350,Basic,0.142857143,Engineering & Technology
Dialysis Technician,0.5,54,Routine,491,Basic,0.109979633,Engineering & Technology
Hemodialysis Technician,0.5,49,Routine,397,Basic,0.123425693,Engineering & Technology
Hospital Cleaner,0.5,20,Routine,240,Basic,0.083333333,General
Hospital Pharmacist,0.5,86,Routine,727,Basic,0.11829436,General
Medical Assembler,0.5,54,Routine,493,Basic,0.109533469,General
Programmer,0.5,218,Routine,1891,Intermediate,0.115282919,General
Senior Programmer,0.5,217,Routine,1894,Intermediate,0.114572334,General
Software Programmer,0.5,219,Routine,1900,Intermediate,0.115263158,General
Web Programmer,0.5,148,Routine,1080,Basic,0.137037037,General
Cognos Developer,0.5,161,Routine,1098,Basic,0.146630237,General
Pricing Analyst,0.5,144,Complex,1055,Basic,0.136492891,Business & Consulting
Sap Business Analyst,0.5,196,Complex,1580,Intermediate,0.124050633,Business & Consulting
Business Data Analyst,0.5,207,Complex,1500,Basic,0.138,Business & Consulting
Senior Design Engineer,0.5,163,Complex,1621,Intermediate,0.100555213,Engineering & Technology
Ux Designer,0.5,129,Routine,993,Basic,0.129909366,General
Hris Analyst,0.5,175,Complex,1363,Basic,0.12839325,Business & Consulting
Talent Acquisition,0.5,126,Routine,1096,Basic,0.114963504,General
Talent Acquisition Manager,0.5,125,Complex,1095,Basic,0.114155251,Management & Administration
Talent Acquisition Specialist,0.5,126,Complex,1096,Basic,0.114963504,General
Paralegal,0.5,144,Routine,982,Basic,0.146639511,Legal Services
Title Examiner,0.5,124,Routine,938,Basic,0.132196162,General
Fundraiser,0.5,164,Routine,1393,Basic,0.117731515,General
Underwriting Assistant,0.5,126,Routine,957,Basic,0.131661442,General
Analytical Scientist,0.5,124,Routine,912,Basic,0.135964912,General
Biochemist,0.5,113,Routine,828,Basic,0.13647343,General
Chemical Engineer,0.5,116,Complex,845,Basic,0.137278107,Engineering & Technology
Chemical Technician,0.5,106,Routine,795,Basic,0.133333333,Engineering & Technology
Telemetry Technician,0.5,85,Routine,689,Basic,0.123367199,Engineering & Technology
Actuarial Analyst,0.5,160,Complex,1519,Intermediate,0.105332456,Business & Consulting
Bursar,0.5,146,Routine,1045,Basic,0.139712919,General
Cash Manager,0.5,169,Complex,1250,Basic,0.1352,Management & Administration
Compensation Manager,0.5,170,Complex,1254,Basic,0.135566188,Management & Administration
Cost Accounting Manager,0.5,156,Complex,1101,Basic,0.141689373,Management & Administration
Cost Estimator,0.5,164,Routine,1138,Basic,0.144112478,General
Junior Loan Processor,0.5,130,Routine,954,Basic,0.136268344,General
Junior Underwriter,0.5,123,Routine,932,Basic,0.131974249,General
Loan Processor,0.5,129,Routine,962,Basic,0.134095634,General
Mortgage Processor,0.5,127,Routine,960,Basic,0.132291667,General
Mortgage Underwriter,0.5,125,Routine,954,Basic,0.131027254,General
Tax Advisor,0.5,112,Routine,866,Basic,0.129330254,General
Tax Consultant,0.5,114,Complex,870,Basic,0.131034483,Business & Consulting
Tax Specialist,0.5,114,Complex,870,Basic,0.131034483,General
Trading Analyst,0.5,148,Complex,1070,Basic,0.138317757,Business & Consulting
Travel Manager,0.5,116,Complex,931,Basic,0.124597207,Management & Administration
Armed Security Officer,0.5,75,Routine,569,Basic,0.131810193,General
Bouncer,0.5,25,Routine,238,Basic,0.105042017,General
Clinical Trial Associate,0.5,162,Routine,1197,Basic,0.135338346,General
Fire Safety Director,0.5,85,Complex,628,Basic,0.135350318,Management & Administration
Fraud Investigator,0.5,169,Routine,1270,Basic,0.133070866,General
Intelligence Specialist,0.5,177,Complex,1247,Basic,0.141940658,General
Loss Prevention Officer,0.5,70,Routine,540,Basic,0.12962963,General
Police Records Clerk,0.5,59,Routine,623,Basic,0.09470305,Administrative
Safety Director,0.5,69,Complex,540,Basic,0.127777778,Management & Administration
Safety Inspector,0.5,67,Routine,523,Basic,0.128107075,General
Security Specialist,0.5,92,Complex,735,Basic,0.125170068,General
Surveillance Investigator,0.5,82,Routine,673,Basic,0.121842496,General
Business Analyst,0.5,218,Complex,1726,Intermediate,0.126303592,Business & Consulting
Construction Estimator,0.5,163,Routine,1111,Basic,0.146714671,General
Crm Administrator,0.5,183,Routine,1401,Basic,0.130620985,General
Etl Informatica Developer,0.5,161,Routine,1087,Basic,0.148114075,General
Help Desk Technician,0.5,204,Routine,1563,Intermediate,0.130518234,Engineering & Technology
It Engineer,0.5,188,Complex,1290,Basic,0.145736434,Engineering & Technology
Linux Engineer,0.5,189,Complex,1387,Basic,0.136265321,Engineering & Technology
Linux System Administrator,0.5,189,Routine,1387,Basic,0.136265321,General
Network Administrator,0.5,186,Routine,1666,Intermediate,0.111644658,General
Network Security Administrator,0.5,175,Routine,1681,Intermediate,0.1041047,General
Sap Basis Administrator,0.5,170,Routine,1248,Basic,0.136217949,General
Security Administrator,0.5,160,Routine,1233,Basic,0.129764801,General
Security Architect,0.5,167,Routine,1603,Intermediate,0.104179663,General
Solution Architect,0.5,205,Routine,1543,Intermediate,0.132858069,General
System Administrator,0.5,182,Routine,1261,Basic,0.144329897,General
Systems Programmer,0.5,202,Routine,1686,Intermediate,0.119810202,General
Technical Support Analyst,0.5,220,Routine,1796,Intermediate,0.122494432,Business & Consulting
Technical Support Specialist,0.5,219,Routine,1795,Basic,0.122005571,Customer Service
Technology Analyst,0.5,240,Complex,1729,Intermediate,0.13880856,Business & Consulting
Vmware Engineer,0.5,139,Complex,1048,Basic,0.132633588,Engineering & Technology
Wireless Network Engineer,0.5,142,Complex,1054,Basic,0.134724858,Engineering & Technology
Mobile Engineer,0.5,137,Complex,1106,Basic,0.123869801,Engineering & Technology
R&D Engineer,0.5,153,Complex,1151,Basic,0.132927889,Engineering & Technology
Research And Development Engineer,0.5,154,Complex,1152,Basic,0.133680556,Engineering & Technology
Wireless Engineer,0.5,142,Complex,1054,Basic,0.134724858,Engineering & Technology
Administrative Manager,0.5,288,Complex,2547,Intermediate,0.113074205,Management & Administration
Credentialing Coordinator,0.5,164,Routine,1261,Basic,0.130055511,General
Credentialing Specialist,0.5,164,Complex,1261,Basic,0.130055511,General
Document Controller,0.5,202,Routine,1569,Intermediate,0.128744423,General
Enrollment Specialist,0.5,177,Complex,1458,Basic,0.121399177,General
Facilities Coordinator,0.5,156,Routine,1117,Basic,0.139659803,General
Fraud Specialist,0.5,176,Complex,1320,Basic,0.133333333,General
Office Receptionist,0.5,79,Routine,658,Basic,0.12006079,General
Program Evaluator,0.5,114,Routine,964,Basic,0.118257261,General
Receptionist,0.5,81,Routine,662,Basic,0.122356495,General
Referral Coordinator,0.5,114,Routine,858,Basic,0.132867133,General
Referral Specialist,0.5,113,Complex,857,Basic,0.131855309,General
Security Receptionist,0.5,44,Routine,381,Basic,0.115485564,General
Unit Clerk,0.5,76,Routine,782,Basic,0.097186701,Administrative
Ward Clerk,0.5,74,Routine,701,Basic,0.105563481,Administrative
Cdl Driver,0.5,32,Routine,284,Basic,0.112676056,General
Class A Driver,0.5,32,Routine,271,Basic,0.118081181,General
Class B CDL,0.5,31,Routine,254,Basic,0.122047244,General
Class B Driver,0.5,31,Routine,254,Basic,0.122047244,General
Commercial Driver,0.5,32,Routine,284,Basic,0.112676056,General
Otr Truck Driver,0.5,31,Routine,347,Basic,0.089337176,General
Tractor Trailer Driver,0.5,52,Routine,558,Basic,0.093189964,General
Blackjack Dealer,0.5,53,Routine,368,Basic,0.144021739,General
Casino Dealer,0.5,54,Routine,361,Basic,0.149584488,General
Optician,0.5,49,Routine,503,Basic,0.097415507,General
Senior Pharmacy Technician,0.5,46,Routine,506,Basic,0.090909091,Engineering & Technology
Surgical First Assistant,0.5,35,Routine,371,Basic,0.094339623,General
Surgical Physician Assistant,0.5,35,Routine,371,Basic,0.094339623,General
Cabin Cleaner,0.5,20,Routine,240,Basic,0.083333333,General
Cable Installation Technician,0.5,65,Routine,458,Basic,0.141921397,Engineering & Technology
Cable Technician,0.5,63,Routine,451,Basic,0.139689579,Engineering & Technology
Instrumentation Technician,0.5,116,Routine,719,Basic,0.161335188,Engineering & Technology
Interior Painter,0.5,35,Routine,351,Basic,0.0997151,General
Manufacturing Operator,0.5,58,Routine,512,Basic,0.11328125,General
Asset Protection Manager,0.5,183,Complex,1823,Intermediate,0.100383982,Management & Administration
Icu Nurse,0.5,31,Routine,216,Basic,0.143518519,Healthcare
Travel Nurse,0.5,29,Routine,198,Basic,0.146464646,Healthcare
Car Detailer,0.5,51,Routine,601,Basic,0.084858569,General
Package Handler,0.5,112,Routine,1318,Basic,0.084977238,General
Packager,0.5,111,Routine,1316,Basic,0.084346505,General
Document Control Manager,0.5,243,Complex,2055,Intermediate,0.118248175,Management & Administration
Escrow Officer,0.5,197,Routine,1823,Intermediate,0.108063631,General
Clinical Trial Manager,0.5,173,Complex,1744,Intermediate,0.099197248,Management & Administration
Computer Programmer,0.5,154,Routine,1667,Intermediate,0.092381524,General
Information Architect,0.5,231,Routine,2053,Intermediate,0.112518266,General
Clinic Manager,0.5,182,Complex,1782,Intermediate,0.102132435,Management & Administration
Tax Auditor,0.5,185,Routine,1867,Intermediate,0.099089448,General
Business Associate,0.5,229,Routine,2087,Intermediate,0.109726881,General
Travel Rn,0.5,28,Routine,197,Basic,0.14213198,General
Business Process Manager,0.5,671,Complex,2162,Intermediate,0.310360777,Management & Administration
Statistician,0.5,165,Routine,1537,Intermediate,0.107351984,General
Digital Account Executive,0.5,743,Routine,2770,Intermediate,0.268231047,General
Inside Sales Executive,0.5,564,Routine,1855,Intermediate,0.304043127,Sales & Marketing
Medical Sales Representative,0.5,530,Routine,1676,Intermediate,0.316229117,Sales & Marketing
Outside Sales Rep,0.5,210,Routine,1948,Intermediate,0.107802875,Sales & Marketing
Outside Sales Representative,0.5,211,Routine,1949,Intermediate,0.108260646,Sales & Marketing
Pre Sales Consultant,0.5,208,Routine,1948,Intermediate,0.106776181,Business & Consulting
Regional Sales Representative,0.5,216,Routine,1967,Intermediate,0.109811896,Sales & Marketing
Sales Account Manager,0.5,212,Routine,1950,Intermediate,0.108717949,Management & Administration
Sales Analyst,0.5,212,Routine,1978,Intermediate,0.107178969,Business & Consulting
Sales Executive,0.5,207,Routine,1933,Intermediate,0.107087429,Sales & Marketing
Sales Marketing,0.5,211,Routine,2001,Intermediate,0.105447276,Sales & Marketing
Sales Support Specialist,0.5,211,Routine,1966,Basic,0.107324517,Customer Service
Agency Nurse,0.5,333,Routine,1214,Basic,0.274299835,Healthcare
Er Nurse,0.5,318,Routine,1122,Basic,0.28342246,Healthcare
Nurse Rn,0.5,384,Routine,1421,Basic,0.270232231,Healthcare
Nursing Assistant,0.5,34,Routine,219,Basic,0.155251142,General
Spanish Interpreter,0.5,122,Routine,1051,Basic,0.116079924,General
Cad Engineer,0.5,547,Complex,2314,Intermediate,0.236387208,Engineering & Technology
Hardware Engineer,0.5,465,Complex,1829,Intermediate,0.254237288,Engineering & Technology
Restaurant Host,0.5,36,Routine,300,Basic,0.12,General
Child Life Specialist,0.5,452,Complex,1561,Intermediate,0.289557976,General
Early Intervention Specialist,0.5,418,Complex,1440,Basic,0.290277778,General
Interior Decorator,0.5,408,Routine,1792,Intermediate,0.227678571,General
Criminal Analyst,0.5,470,Complex,1602,Intermediate,0.293383271,Business & Consulting
Evidence Technician,0.5,380,Routine,1370,Basic,0.277372263,Engineering & Technology
Loss Prevention Investigator,0.5,390,Routine,1376,Basic,0.283430233,General
Product Marketing Manager,0.51,173,Complex,1350,Basic,0.128148148,Management & Administration
Project Controller,0.51,155,Routine,1215,Basic,0.127572016,General
Marketing Project Manager,0.52,178,Complex,1396,Basic,0.127507163,Management & Administration
Pmo Manager,0.52,148,Complex,1192,Basic,0.124161074,Management & Administration
Business Project Manager,0.53,207,Complex,1602,Intermediate,0.129213483,Management & Administration
Commercial Project Manager,0.53,197,Complex,1459,Basic,0.135023989,Management & Administration
Implementation Project Manager,0.53,206,Complex,1608,Intermediate,0.128109453,Management & Administration
Vp Marketing,0.54,136,Routine,981,Basic,0.138634047,Sales & Marketing
Environmental Project Manager,0.55,110,Complex,869,Basic,0.126582278,Management & Administration
Clerk,0.55,85,Routine,830,Basic,0.102409639,Administrative
Commodity Buyer,0.55,147,Routine,1117,Basic,0.131602507,General
Infrastructure Analyst,0.55,148,Complex,1095,Basic,0.135159817,Business & Consulting
Landscape Architect,0.55,89,Routine,1074,Basic,0.082867784,General
Associate Creative Director,0.55,147,Complex,1115,Basic,0.131838565,Management & Administration
Claims Manager,0.55,124,Complex,956,Basic,0.129707113,Management & Administration
Administration Manager,0.55,111,Complex,1059,Basic,0.104815864,Management & Administration
Department Assistant,0.55,101,Routine,947,Basic,0.106652587,General
Document Specialist,0.55,111,Complex,911,Basic,0.121844127,General
Executive Administrator,0.55,105,Routine,979,Basic,0.107252298,General
Front Desk Assistant,0.55,91,Routine,815,Basic,0.111656442,General
Implementation Specialist,0.55,155,Complex,1219,Basic,0.127153404,General
Avionics Technician,0.55,73,Routine,638,Basic,0.114420063,Engineering & Technology
Custodial Worker,0.55,44,Routine,485,Basic,0.090721649,General
Dock Worker,0.55,46,Routine,486,Basic,0.094650206,General
Facilities Maintenance,0.55,66,Routine,578,Basic,0.114186851,General
Fiber Optic Splicer,0.55,67,Routine,629,Basic,0.106518283,General
Fiber Optic Technician,0.55,68,Routine,632,Basic,0.107594937,Engineering & Technology
Analyst,0.55,162,Complex,1144,Basic,0.141608392,Business & Consulting
Customer Care Representative,0.55,121,Routine,1083,Basic,0.111726685,General
Proposal Manager,0.55,169,Complex,1340,Basic,0.126119403,Management & Administration
Sales Development Representative,0.55,165,Routine,1417,Basic,0.11644319,Sales & Marketing
Mathematician,0.55,75,Routine,736,Basic,0.101902174,General
Aerospace Engineer,0.55,89,Complex,749,Basic,0.1188251,Engineering & Technology
Cad Designer,0.55,124,Routine,1265,Basic,0.098023715,General
Child Psychologist,0.55,52,Routine,581,Basic,0.089500861,General
Criminalist,0.55,73,Routine,670,Basic,0.108955224,General
Forensic Engineer,0.55,85,Complex,747,Basic,0.113788487,Engineering & Technology
Forensic Specialist,0.55,85,Complex,743,Basic,0.114401077,General
Security Manager,0.55,101,Complex,833,Basic,0.121248499,Management & Administration
Edi Developer,0.55,114,Routine,746,Basic,0.152815013,General
Embedded Software Engineer,0.55,117,Complex,763,Basic,0.153342071,Engineering & Technology
Financial Systems Analyst,0.55,163,Complex,1195,Basic,0.136401674,Business & Consulting
Fpga Design Engineer,0.55,130,Complex,998,Basic,0.130260521,Engineering & Technology
It Security Engineer,0.55,139,Complex,1071,Basic,0.129785247,Engineering & Technology
Linux System Engineer,0.55,143,Complex,1061,Basic,0.134778511,Engineering & Technology
Network Engineer,0.55,141,Complex,1049,Basic,0.134413727,Engineering & Technology
Network Security Engineer,0.55,142,Complex,1056,Basic,0.134469697,Engineering & Technology
Network Support Engineer,0.55,141,Routine,1049,Basic,0.134413727,Engineering & Technology
