Job Titles,AI Impact,Tasks,AI Models,AI Workload Ratio,Domain
Database Specialist,0.60,159,1116,0.142473118,Hospitality
Financial Data Analyst,0.60,196,1403,0.139700641,Communication & PR
Sql Database Administrator,0.60,149,1090,0.136697248,Data & IT
Process Server,0.60,65,661,0.098335855,Administrative & Clerical
Game Designer,0.60,171,1413,0.121019108,Leadership & Strategy
Embryologist,0.60,50,569,0.087873462,Medical & Healthcare
Medical Office Assistant,0.60,90,858,0.104895105,Supply Chain & Logistics
Customs Broker,0.60,123,918,0.133986928,Law Enforcement
Import Coordinator,0.60,129,935,0.137967914,Construction
Import Specialist,0.60,127,931,0.13641246,Sales & Marketing
Merchandising Coordinator,0.60,162,1111,0.145814581,Hospitality
Seo Consultant,0.61,166,1338,0.12406577,Hospitality
Requirements Analyst,0.62,180,1595,0.112852665,Sales & Marketing
Contract Specialist,0.63,162,1161,0.139534884,Law Enforcement
Freelancer,0.63,120,974,0.123203285,Construction
Ticket Agent,0.64,93,834,0.111510791,Supply Chain & Logistics
Administrative Officer,0.65,133,865,0.153757225,Communication & PR
Administrative Specialist,0.65,134,866,0.154734411,Data & IT
Branch Office Administrator,0.65,130,828,0.157004831,Administrative & Clerical
Help Desk,0.65,133,1047,0.127029608,Leadership & Strategy
Order Processor,0.65,129,927,0.139158576,Medical & Healthcare
Title Clerk,0.65,107,704,0.151988636,Supply Chain & Logistics
Warranty Clerk,0.65,116,816,0.142156863,Law Enforcement
Crm Analyst,0.65,164,1081,0.151711378,Construction
Sales Operations Analyst,0.65,157,1053,0.149097816,Sales & Marketing
Freelance,0.65,182,1206,0.150912106,Hospitality
Technology,0.65,160,1099,0.145586897,Communication & PR
Analog Design Engineer,0.65,134,913,0.146768894,Data & IT
Automation Engineer,0.65,141,937,0.150480256,Administrative & Clerical
Medical Claims Processor,0.65,140,836,0.167464115,Leadership & Strategy
Logistics Clerk,0.65,124,1005,0.123383085,Medical & Healthcare
Shipping,0.65,107,711,0.150492264,Supply Chain & Logistics
Executive Producer,0.65,182,1302,0.139784946,Law Enforcement
.Net Developer,0.65,248,1734,0.143021915,Construction
Abap Developer,0.65,242,1696,0.142688679,Sales & Marketing
Asp.Net Developer,0.65,245,1752,0.139840183,Hospitality
Associate Software Engineer,0.65,245,1753,0.139760411,Communication & PR
C Developer,0.65,242,1743,0.138841079,Data & IT
C# Developer,0.65,248,1731,0.143269786,Administrative & Clerical
Dot Net Developer,0.65,249,1735,0.14351585,Leadership & Strategy
Firmware Engineer,0.65,238,1635,0.145565749,Medical & Healthcare
Bookkeeper,0.65,141,911,0.154774973,Supply Chain & Logistics
Bookkeeping,0.65,139,914,0.152078775,Law Enforcement
Commercial Analyst,0.65,157,1039,0.151106833,Construction
Commission Analyst,0.65,159,1061,0.149858624,Sales & Marketing
Corporate Financial Analyst,0.65,162,1056,0.153409091,Hospitality
Cost Accountant,0.65,158,1067,0.148078725,Communication & PR
Derivatives Analyst,0.65,161,1059,0.152030217,Data & IT
Energy Analyst,0.65,164,1066,0.153846154,Administrative & Clerical
Environmental Analyst,0.65,164,1067,0.153701968,Leadership & Strategy
Equity Analyst,0.65,162,1066,0.151969981,Medical & Healthcare
Equity Research Analyst,0.65,162,1066,0.151969981,Supply Chain & Logistics
Equity Research Associate,0.65,163,1067,0.152764761,Law Enforcement
Finance Analyst,0.65,168,1242,0.1352657,Construction
Finance Specialist,0.65,160,1218,0.13136289,Sales & Marketing
Financial Auditor,0.65,154,983,0.156663276,Hospitality
Forensic Accountant,0.65,157,996,0.157630522,Communication & PR
Certified Professional Coder,0.65,129,798,0.161654135,Data & IT
Junior Java Developer,0.65,247,1714,0.144107351,Administrative & Clerical
Junior Software Engineer,0.65,243,1716,0.141608392,Leadership & Strategy
Operations Research Analyst,0.65,174,1119,0.155495979,Medical & Healthcare
Rpg Programmer,0.65,217,1279,0.1696638,Supply Chain & Logistics
Clinical Data Analyst,0.65,220,1369,0.160701242,Law Enforcement
Database Administrator,0.65,241,1372,0.175655977,Construction
Healthcare Data Analyst,0.65,230,1609,0.142945929,Sales & Marketing
Mainframe Programmer,0.65,226,1354,0.166912851,Hospitality
Oracle Database Developer,0.65,242,1424,0.16994382,Communication & PR
Sql Data Analyst,0.65,250,1459,0.17135024,Data & IT
Armored Truck Driver,0.65,28,227,0.123348018,Administrative & Clerical
Correctional Officer,0.65,37,280,0.132142857,Leadership & Strategy
Deputy Director,0.65,122,829,0.147165259,Medical & Healthcare
Forensic Chemist,0.65,54,423,0.127659574,Supply Chain & Logistics
Safety Consultant,0.65,73,765,0.095424837,Law Enforcement
Security Dispatcher,0.65,84,774,0.108527132,Construction
Cad Operator,0.65,123,921,0.133550489,Sales & Marketing
Cad Technician,0.65,124,922,0.134490239,Hospitality
Game Artist,0.65,190,1453,0.130763937,Communication & PR
Radiology Assistant,0.65,68,480,0.141666667,Data & IT
Sonographer,0.65,57,412,0.138349515,Administrative & Clerical
Ultrasonographer,0.65,59,438,0.134703196,Leadership & Strategy
Vascular Sonographer,0.65,57,434,0.131336406,Medical & Healthcare
Vascular Technician,0.65,57,434,0.131336406,Supply Chain & Logistics
Vascular Technologist,0.65,57,434,0.131336406,Law Enforcement
X Ray Technician,0.65,59,437,0.135011442,Construction
Cleaner,0.65,6,27,0.222222222,Sales & Marketing
Hospital Housekeeping,0.65,8,33,0.242424242,Hospitality
Assembly Operator,0.65,59,495,0.119191919,Communication & PR
Electronic Assembler,0.65,59,497,0.118712274,Data & IT
Line Operator,0.65,58,488,0.118852459,Administrative & Clerical
Survey Researcher,0.65,165,1079,0.15291937,Leadership & Strategy
Web Content Manager,0.65,322,2266,0.142100618,Medical & Healthcare
Electrical Drafter,0.65,123,920,0.133695652,Supply Chain & Logistics
Structural Designer,0.65,130,965,0.134715026,Law Enforcement
Medical Biller,0.65,137,832,0.164663462,Construction
Sales Associate,0.65,169,1197,0.141186299,Sales & Marketing
Business Banking Relationship Manager,0.65,166,1126,0.147424512,Hospitality
Janitor,0.65,9,138,0.065217391,Communication & PR
Autocad Drafter,0.65,162,1598,0.101376721,Data & IT
Assistant Director,0.65,135,989,0.136501517,Administrative & Clerical
Executive Personal Assistant,0.65,128,1018,0.125736739,Leadership & Strategy
Pricing Specialist,0.65,164,1163,0.141014617,Medical & Healthcare
Assistant Branch Manager,0.67,130,861,0.150987224,Construction
Front Desk Attendant,0.67,126,886,0.14221219,Sales & Marketing
Front Office Clerk,0.67,129,926,0.139308855,Hospitality
Cad Drafter,0.68,125,948,0.13185654,Medical & Healthcare
Business Manager,0.68,164,1072,0.152985075,Supply Chain & Logistics
Inpatient Coder,0.68,117,752,0.155585106,Law Enforcement
Ecommerce,0.70,161,1513,0.106411104,Administrative & Clerical
Solar Sales,0.70,128,1153,0.111014744,Leadership & Strategy
Developer,0.70,139,992,0.140120968,Medical & Healthcare
Javascript Developer,0.70,150,1039,0.144369586,Supply Chain & Logistics
Perl Developer,0.70,129,927,0.139158576,Law Enforcement
Pega Developer,0.70,132,932,0.141630901,Construction
Sap Developer,0.70,131,929,0.141011841,Sales & Marketing
Clinical Informatics Specialist,0.70,140,996,0.140562249,Hospitality
Cloud Engineer,0.70,152,1013,0.150049358,Communication & PR
Data Scientist,0.70,180,1091,0.164986251,Data & IT
Database Programmer,0.70,160,1022,0.156555773,Administrative & Clerical
Information Assurance,0.70,8,46,0.173913043,Leadership & Strategy
Oracle Developer,0.70,8,46,0.173913043,Medical & Healthcare
Sql Database Developer,0.70,10,49,0.204081633,Supply Chain & Logistics
Sql Developer,0.70,10,49,0.204081633,Law Enforcement
Sql Server Developer,0.70,10,49,0.204081633,Construction
Teradata Developer,0.70,8,46,0.173913043,Sales & Marketing
Net Developer,0.70,8,46,0.173913043,Hospitality
Sports Analyst,0.70,9,50,0.18,Communication & PR
Chief Of Police,0.70,122,1047,0.1165234,Data & IT
Emergency Dispatcher,0.70,156,1015,0.153694581,Administrative & Clerical
Investigative Analyst,0.70,194,1175,0.165106383,Leadership & Strategy
Police Dispatcher,0.70,164,1039,0.157844081,Medical & Healthcare
Polygraph Examiner,0.70,101,770,0.131168831,Supply Chain & Logistics
Public Safety Dispatcher,0.70,164,1039,0.157844081,Law Enforcement
Regulatory Analyst,0.70,183,1105,0.16561086,Construction
Security Consultant,0.70,151,986,0.153144016,Sales & Marketing
Embedded Systems Engineer,0.70,119,853,0.13950762,Hospitality
Implementation Analyst,0.70,178,1156,0.153979239,Communication & PR
Medical Billing Specialist,0.70,124,827,0.149939541,Data & IT
Medical Collector,0.70,10,52,0.192307692,Administrative & Clerical
Postal Clerk,0.70,10,52,0.192307692,Leadership & Strategy
Distribution Clerk,0.70,10,52,0.192307692,Medical & Healthcare
Purchasing Buyer,0.70,164,1427,0.114926419,Supply Chain & Logistics
Qa Software Tester,0.70,127,918,0.138344227,Law Enforcement
Application Developer,0.70,151,1045,0.144497608,Construction
Entry Level Developer,0.70,151,1033,0.146176186,Sales & Marketing
Front End Developer,0.70,159,1104,0.144021739,Hospitality
Front End Engineer,0.70,158,1093,0.144556267,Communication & PR
Front End Web Developer,0.70,159,1055,0.1507109,Data & IT
Full Stack Developer,0.70,154,1044,0.147509579,Administrative & Clerical
J2Ee Developer,0.70,141,983,0.143438454,Leadership & Strategy
Robotics Engineer,0.70,111,804,0.138059701,Medical & Healthcare
Appointment Scheduler,0.70,165,1212,0.136138614,Supply Chain & Logistics
Desk Clerk,0.70,120,765,0.156862745,Law Enforcement
Document Processor,0.70,178,1448,0.122928177,Construction
Mailroom Clerk,0.70,135,1205,0.112033195,Sales & Marketing
Office Cleaner,0.70,64,386,0.165803109,Hospitality
Receiving Clerk,0.70,149,1307,0.11400153,Communication & PR
Radiologic Technologist,0.70,75,549,0.136612022,Data & IT
Radiology Technologist,0.70,75,549,0.136612022,Administrative & Clerical
Ultrasound Technician,0.70,76,566,0.134275618,Leadership & Strategy
Ultrasound Technologist,0.70,76,566,0.134275618,Medical & Healthcare
Electrical Technician,0.70,6,45,0.133333333,Supply Chain & Logistics
Flooring Installer,0.70,1,2,0.5,Law Enforcement
Technical Marketing Engineer,0.70,244,1576,0.154822335,Construction
Web Content Editor,0.70,234,1986,0.117824773,Sales & Marketing
Engineering Project Manager,0.70,176,1446,0.121715076,Hospitality
Infrastructure Project Manager,0.70,176,1448,0.121546961,Communication & PR
Sap Project Manager,0.70,10,52,0.192307692,Data & IT
Software Product Manager,0.70,181,1472,0.122961957,Administrative & Clerical
Technical Product Manager,0.70,183,1474,0.124151967,Leadership & Strategy
Cashier,0.70,97,703,0.137980085,Medical & Healthcare
Mystery Shopper,0.70,99,671,0.147540984,Supply Chain & Logistics
Infrastructure Architect,0.70,148,1304,0.113496933,Law Enforcement
Actuary,0.70,131,1251,0.104716227,Construction
Arabic Linguist,0.70,113,859,0.131548312,Sales & Marketing
Game Programmer,0.70,152,1318,0.115326252,Hospitality
Mortgage Loan Processor,0.70,146,1322,0.110438729,Communication & PR
Computational Linguist,0.70,139,912,0.152412281,Data & IT
Bank Teller,0.70,113,824,0.137135922,Administrative & Clerical
Credit Analyst,0.70,169,1398,0.120886981,Leadership & Strategy
Credit Officer,0.70,174,1452,0.119834711,Medical & Healthcare
Credit Risk Analyst,0.70,171,1119,0.152815013,Supply Chain & Logistics
Credit Specialist,0.70,170,1394,0.12195122,Law Enforcement
Financial Analyst,0.70,172,1125,0.152888889,Construction
Financial Specialist,0.70,174,1127,0.154392192,Sales & Marketing
Fund Accountant,0.70,130,874,0.148741419,Hospitality
Payment Processor,0.70,149,1316,0.113221884,Communication & PR
Payroll Processor,0.70,145,1302,0.111367127,Data & IT
Tax Examiner,0.70,134,896,0.149553571,Administrative & Clerical
Clinical Trial Assistant,0.70,136,886,0.153498871,Leadership & Strategy
Business Operations Manager,0.71,163,1330,0.122556391,Data & IT
Allocation Analyst,0.74,155,1102,0.140653358,Communication & PR
Advertising Manager,0.75,195,1370,0.142335766,Law Enforcement
Caller,0.75,131,1085,0.120737327,Construction
Phone Sales,0.75,11,54,0.203703704,Sales & Marketing
Telesales Representative,0.75,145,1049,0.138226883,Hospitality
Accounting Clerk,0.75,145,1299,0.111624326,Communication & PR
Administrative Associate,0.75,281,2139,0.131369799,Data & IT
Administrative Coordinator,0.75,281,2128,0.132048872,Administrative & Clerical
Corporate Receptionist,0.75,15,58,0.25862069,Leadership & Strategy
Desk Receptionist,0.75,14,56,0.25,Medical & Healthcare
Executive Secretary,0.75,159,1176,0.135204082,Supply Chain & Logistics
Front Desk Clerk,0.75,223,1801,0.1238201,Law Enforcement
Front Desk Receptionist,0.75,225,1803,0.124792013,Construction
Front Office Receptionist,0.75,226,1812,0.124724062,Sales & Marketing
Mail Sorter,0.75,136,1219,0.111566858,Hospitality
Order Clerk,0.75,151,1336,0.113023952,Communication & PR
Medical Coder,0.75,109,773,0.141009056,Data & IT
Purchasing Assistant,0.75,163,1417,0.115031757,Administrative & Clerical
Supply Technician,0.75,121,979,0.123595506,Leadership & Strategy
Android Developer,0.75,147,1393,0.105527638,Medical & Healthcare
Ios Developer,0.75,148,1394,0.106169297,Supply Chain & Logistics
Chief Of Staff,0.75,180,1405,0.128113879,Law Enforcement
Intelligence Analyst,0.75,169,1185,0.142616034,Construction
Photo Retoucher,0.75,193,1464,0.131830601,Sales & Marketing
Full Charge Bookkeeper,0.75,123,858,0.143356643,Hospitality
Grant Accountant,0.75,128,886,0.144469526,Communication & PR
Epic Analyst,0.75,114,798,0.142857143,Data & IT
It Project Manager,0.75,221,1840,0.120108696,Administrative & Clerical
Software Project Manager,0.75,175,1442,0.121359223,Leadership & Strategy
Technology Project Manager,0.75,175,1443,0.121275121,Medical & Healthcare
Cobol Developer,0.75,130,929,0.139935414,Supply Chain & Logistics
Quantitative Analyst,0.75,8,46,0.173913043,Law Enforcement
Quantitative Research Analyst,0.75,168,1096,0.153284672,Construction
Report Developer,0.75,146,969,0.150670795,Sales & Marketing
Sas Developer,0.75,133,932,0.142703863,Hospitality
Statistical Analyst,0.75,166,1087,0.152713891,Communication & PR
Backend Developer,0.75,144,1012,0.14229249,Data & IT
Data Architect,0.75,162,1081,0.14986124,Administrative & Clerical
Database Designer,0.75,162,1081,0.14986124,Leadership & Strategy
Database Engineer,0.75,12,55,0.218181818,Medical & Healthcare
Gis Developer,0.75,9,48,0.1875,Supply Chain & Logistics
Informatica Developer,0.75,131,925,0.141621622,Law Enforcement
Ui Developer,0.75,152,1088,0.139705882,Construction
Ux Developer,0.75,9,48,0.1875,Sales & Marketing
Stenographer,0.75,8,49,0.163265306,Hospitality
Credit Manager,0.76,151,1094,0.138025594,Supply Chain & Logistics
Front Desk,0.77,215,1779,0.120854413,Medical & Healthcare
Web Project Manager,0.78,217,1845,0.117615176,Administrative & Clerical
Medical Coding Specialist,0.78,171,1250,0.1368,Leadership & Strategy
Associate,0.79,175,1298,0.134822804,Communication & PR
Chief Learning Officer,0.79,162,1250,0.1296,Data & IT
Distribution Manager,0.80,198,1436,0.137883008,Medical & Healthcare
Administrative Assistant,0.80,286,2155,0.132714617,Supply Chain & Logistics
Administrative Secretary,0.80,268,2076,0.129094412,Law Enforcement
Clerical Assistant,0.80,265,2004,0.132235529,Construction
Executive Administrative Assistant,0.80,279,2124,0.131355932,Sales & Marketing
Order Filler,0.80,133,1021,0.130264447,Hospitality
Records Clerk,0.80,222,1784,0.124439462,Communication & PR
Scribe,0.80,202,1623,0.124460875,Data & IT
Typist,0.80,208,1364,0.152492669,Administrative & Clerical
Dishwasher,0.80,3,31,0.096774194,Leadership & Strategy
Digital Project Manager,0.80,231,1922,0.120187305,Medical & Healthcare
Technical Project Manager,0.80,205,1521,0.13477975,Supply Chain & Logistics
Grocer,0.80,50,377,0.132625995,Law Enforcement
Finance Officer,0.80,167,1516,0.110158311,Construction
Word Processor,0.80,264,1707,0.154657293,Sales & Marketing
Market Research Interviewer,0.80,210,1825,0.115068493,Hospitality
Pl Sql Developer,0.80,183,1686,0.108540925,Communication & PR
Quantitative Developer,0.80,182,1667,0.109178164,Data & IT
Statistical Programmer,0.80,187,1669,0.11204314,Administrative & Clerical
Tableau Developer,0.80,188,1668,0.112709832,Leadership & Strategy
Data Modeler,0.80,216,1767,0.122241087,Medical & Healthcare
Database Analyst,0.80,218,1773,0.122955443,Supply Chain & Logistics
Database Developer,0.80,205,1726,0.118771727,Law Enforcement
Etl Developer,0.80,184,1670,0.110179641,Construction
Hadoop Developer,0.80,181,1643,0.110164334,Sales & Marketing
Sql Analyst,0.80,212,1761,0.120386144,Hospitality
Procurement Assistant,0.80,179,1316,0.136018237,Communication & PR
Receiving Associate,0.80,92,733,0.125511596,Data & IT
Warehouse Associate,0.80,78,664,0.11746988,Administrative & Clerical
Press Operator,0.80,84,1077,0.077994429,Leadership & Strategy
Pressman,0.80,83,1068,0.077715356,Medical & Healthcare
Printing Press Operator,0.80,93,1065,0.087323944,Supply Chain & Logistics
Automation Test Engineer,0.80,159,1547,0.102779573,Law Enforcement
Automation Tester,0.80,158,1541,0.102530824,Construction
QA Automation Engineer,0.80,155,1525,0.101639344,Sales & Marketing
